batch_id,bytes_offset
773,2763598
774,2767198
775,2770309
776,2773962
777,2777026
778,2780332
779,2783797
780,2787126
781,2790911
782,2794706
783,2798056
784,2801638
785,2805775
786,2810875
787,2815438
788,2819792
789,2823708
790,2827310
791,2831283
792,2834616
793,2837844
794,2841361
795,2845711
796,2849898
797,2854090
798,2857753
799,2861209
800,2864266
801,2867189
802,2871641
803,2875165
804,2878782
805,2882364
806,2886411
807,2890133
808,2893843
809,2897349
810,2900356
811,2903707
812,2907306
813,2911944
814,2916675
815,2921887
816,2926447
817,2930945
818,2935243
819,2939455
820,2944725
821,2949476
822,2954488
823,2958209
824,2962498
825,2966641
826,2970316
827,2973460
828,2977207
829,2980393
830,2983659
831,2987211
832,2990927
833,2995109
834,2999415
835,3003738
836,3007080
837,3010845
838,3014388
839,3017581
840,3021020
841,3024409
842,3028313
843,3031679
844,3035372
845,3039067
846,3042907
847,3046464
848,3049917
849,3053900
850,3057995
851,3062174
852,3066418
853,3070199
854,3074303
855,3078019
856,3082696
857,3087590
858,3090810
859,3094548
860,3098443
861,3102037
862,3105974
863,3109903
864,3113744
865,3117241
866,3120486
867,3123665
868,3127648
869,3131370
870,3134464
871,3137347
872,3140725
873,3144393
874,3147594
875,3150523
876,3154582
877,3157650
878,3160724
879,3164666
880,3167847
881,3171440
882,3175359
883,3178781
884,3182443
885,3186038
886,3189481
887,3193067
888,3196463
889,3199609
890,3202921
891,3206763
892,3210933
893,3215032
894,3218137
895,3221188
896,3224283
897,3227589
898,3230546
899,3233477
900,3236412
901,3239602
902,3242841
903,3246236
904,3249592
905,3252883
906,3256039
907,3259020
908,3262087
909,3265341
910,3268321
911,3271980
912,3275349
913,3278747
914,3282170
915,3285495
916,3288703
917,3292113
918,3295883
919,3299154
920,3302703
921,3305987
922,3309113
923,3312325
924,3315527
925,3319254
926,3322769
927,3325845
928,3329112
929,3332365
930,3336275
931,3339767
932,3342899
933,3345914
934,3349696
935,3352981
936,3356793
937,3361324
938,3365750
939,3369778
940,3373183
941,3377273
942,3381303
943,3385144
944,3389063
945,3393213
946,3396601
947,3399909
948,3403397
949,3407018
950,3410937
951,3414310
952,3417822
953,3421359
954,3424545
955,3427829
956,3430964
957,3434028
958,3437003
959,3439943
960,3442972
961,3446235
962,3449663
963,3452708
964,3456108
965,3460399
966,3463721
967,3466752
968,3469823
969,3472822
970,3475787
971,3478826
972,3482342
973,3487095
974,3490283
975,3493518
976,3497363
977,3500855
978,3503795
979,3507084
980,3511346
981,3514350
982,3517574
983,3520672
984,3524014
985,3527178
986,3530444
987,3533561
988,3536687
989,3539811
990,3543059
991,3546506
992,3549672
993,3552962
994,3556188
995,3559354
996,3562490
997,3565820
998,3569074
999,3572112
1000,3575233
1001,3578450
1002,3581511
1003,3584684
1004,3587897
1005,3591069
1006,3594748
1007,3598641
1008,3601740
1009,3605408
1010,3609124
1011,3612623
1012,3615847
1013,3619660
1014,3623404
1015,3626980
1016,3630408
1017,3633726
1018,3637172
1019,3640535
1020,3644433
1021,3648311
1022,3652061
1023,3655766
1024,3659022
1025,3661885
1026,3665095
1027,3668331
1028,3671518
1029,3674626
1030,3677660
1031,3680498
1032,3684602
1033,3688390
1034,3691984
1035,3695506
1036,3698980
1037,3702547
1038,3705945
1039,3709851
1040,3713655
1041,3717299
1042,3720696
1043,3724328
1044,3727728
1045,3731124
1046,3734504
1047,3737965
1048,3741636
1049,3745182
1050,3748882
1051,3752568
1052,3756509
1053,3760577
1054,3764670
1055,3768722
1056,3772999
1057,3777709
1058,3781495
1059,3785482
1060,3788996
1061,3792398
1062,3796235
1063,3799818
1064,3803349
1065,3807146
1066,3811253
1067,3815298
1068,3819246
1069,3823517
1070,3827807
1071,3832007
1072,3835937
1073,3839349
1074,3842822
1075,3846489
1076,3850400
1077,3854207
1078,3858024
1079,3862607
1080,3866241
1081,3870175
1082,3874480
1083,3878819
1084,3882982
1085,3886397
1086,3890588
1087,3894484
1088,3898028
1089,3901251
1090,3904532
1091,3907753
1092,3911037
1093,3914583
1094,3918196
1095,3921352
1096,3924823
1097,3928835
1098,3932472
1099,3936714
1100,3941409
1101,3946268
1102,3951067
1103,3954915
1104,3958751
1105,3963004
1106,3966237
1107,3970261
1108,3973902
1109,3977209
1110,3980907
1111,3983970
1112,3987846
1113,3991195
1114,3995838
1115,4000626
1116,4005079
1117,4008876
1118,4012548
1119,4016197
1120,4019917
1121,4023192
1122,4026683
1123,4031347
1124,4035740
1125,4040450
1126,4044977
1127,4049559
1128,4054155
1129,4058794
1130,4063395
1131,4067943
1132,4071806
1133,4075157
1134,4078534
1135,4081904
1136,4085459
1137,4088947
1138,4092571
1139,4096471
1140,4100323
1141,4103705
1142,4107226
1143,4110588
1144,4114053
1145,4117781
1146,4121292
1147,4124638
1148,4128067
1149,4131842
1150,4136100
1151,4139513
1152,4143267
1153,4146599
1154,4149966
1155,4153669
1156,4157698
1157,4161664
1158,4165456
1159,4169491
1160,4172651
1161,4176440
1162,4180197
1163,4184019
1164,4188069
1165,4192601
1166,4196645
1167,4201349
1168,4205752
1169,4209082
1170,4212553
1171,4215546
1172,4218849
1173,4222377
1174,4226663
1175,4230012
1176,4233781
1177,4238127
1178,4242107
1179,4245910
1180,4249704
1181,4254167
1182,4257982
1183,4262076
1184,4266063
1185,4269999
1186,4273998
1187,4277968
1188,4282228
1189,4285997
1190,4289340
1191,4292939
1192,4296693
1193,4300115
1194,4304136
1195,4308530
1196,4312097
1197,4315536
1198,4318857
1199,4322262
1200,4327047
1201,4332237
1202,4335707
1203,4339137
1204,4342788
1205,4346637
1206,4350454
1207,4354229
1208,4357429
1209,4360637
1210,4363946
1211,4367556
1212,4371202
1213,4375143
1214,4379156
1215,4382848
1216,4386646
1217,4390187
1218,4395184
1219,4400163
1220,4404752
1221,4409419
1222,4414356
1223,4418628
1224,4422508
1225,4425904
1226,4429212
1227,4432573
1228,4435992
1229,4439224
1230,4442635
1231,4446926
1232,4451461
1233,4455657
1234,4459996
1235,4464033
1236,4468592
1237,4472836
1238,4476215
1239,4480605
1240,4485177
1241,4489719
1242,4494163
1243,4498604
1244,4503110
1245,4507706
1246,4511685
1247,4515802
1248,4519388
1249,4523039
1250,4527072
1251,4530907
1252,4534841
1253,4538759
1254,4542619
1255,4546699
1256,4550760
1257,4554530
1258,4558256
1259,4562158
1260,4566536
1261,4570668
1262,4574223
1263,4577968
1264,4581900
1265,4585892
1266,4589785
1267,4593963
1268,4597749
1269,4601502
1270,4605346
1271,4609663
1272,4613694
1273,4617793
1274,4621913
1275,4626301
1276,4630056
1277,4634010
1278,4637778
1279,4641712
1280,4645994
1281,4649705
1282,4653462
1283,4657314
1284,4661043
1285,4665029
1286,4669130
1287,4673161
1288,4677195
1289,4681188
1290,4685296
1291,4689872
1292,4694575
1293,4699343
1294,4703920
1295,4708769
1296,4713231
1297,4717770
1298,4722341
1299,4726590
1300,4730083
1301,4733898
1302,4737971
1303,4741483
1304,4745675
1305,4749740
1306,4753180
1307,4757105
1308,4760871
1309,4764468
1310,4767967
1311,4771860
1312,4775433
1313,4779217
1314,4782609
1315,4786531
1316,4789969
1317,4793496
1318,4797264
1319,4801460
1320,4805232
1321,4808845
1322,4811861
1323,4815368
1324,4818965
1325,4822440
1326,4826290
1327,4830013
1328,4833899
1329,4837961
1330,4841706
1331,4845155
1332,4849169
1333,4853012
1334,4856406
1335,4859907
1336,4863832
1337,4867783
1338,4871529
1339,4875316
1340,4879110
1341,4882632
1342,4886521
1343,4891448
1344,4895167
1345,4898584
1346,4901718
1347,4904941
1348,4908371
1349,4911691
1350,4915445
1351,4919351
1352,4922701
1353,4926437
1354,4930432
1355,4934206
1356,4939091
1357,4944714
1358,4950311
1359,4955263
1360,4958567
1361,4962194
1362,4965784
1363,4969377
1364,4972954
1365,4976194
1366,4980422
1367,4984455
1368,4988670
1369,4992721
1370,4996963
1371,5000670
1372,5004124
1373,5008050
1374,5012121
1375,5015869
1376,5019180
1377,5022669
1378,5026032
1379,5029750
1380,5034289
1381,5038616
1382,5043005
1383,5047346
1384,5051891
1385,5055691
1386,5058546
1387,5061828
1388,5064863
1389,5068024
1390,5071723
1391,5075746
1392,5079608
1393,5083234
1394,5086869
1395,5089856
1396,5093021
1397,5096560
1398,5100215
1399,5103897
1400,5107173
1401,5110402
1402,5114221
1403,5117827
1404,5121182
1405,5124920
1406,5128576
1407,5132897
1408,5136899
1409,5140752
1410,5144663
1411,5148574
1412,5152472
1413,5156354
1414,5160599
1415,5165095
1416,5169077
1417,5172992
1418,5177135
1419,5180630
1420,5184303
1421,5188638
1422,5192290
1423,5195970
1424,5199618
1425,5203336
1426,5207223
1427,5210798
1428,5214868
1429,5218485
1430,5222250
1431,5226469
1432,5230527
1433,5234465
1434,5237995
1435,5241510
1436,5246196
1437,5250679
1438,5255104
1439,5259619
1440,5264322
1441,5268687
1442,5272898
1443,5276483
1444,5280337
1445,5284328
1446,5288115
1447,5291888
1448,5295764
1449,5299591
1450,5303499
1451,5307401
1452,5312065
1453,5315856
1454,5320034
1455,5323351
1456,5327140
1457,5330453
1458,5333487
1459,5336474
1460,5339861
1461,5343174
1462,5346521
1463,5350511
1464,5354279
1465,5358011
1466,5361538
1467,5365794
1468,5369388
1469,5373430
1470,5378087
1471,5383022
1472,5388036
1473,5393308
1474,5398442
1475,5403513
1476,5408352
1477,5413231
1478,5418256
1479,5422980
1480,5427291
1481,5431180
1482,5434603
1483,5438495
1484,5441634
1485,5444587
1486,5447697
1487,5451642
1488,5455550
1489,5459629
1490,5463065
1491,5466407
1492,5470212
1493,5474206
1494,5478449
1495,5483137
1496,5488148
1497,5492596
1498,5497023
1499,5501241
1500,5505122
1501,5508736
1502,5512650
1503,5515930
1504,5519777
1505,5524233
1506,5527779
1507,5531211
1508,5534740
1509,5538043
1510,5541146
1511,5544632
1512,5548197
1513,5552250
1514,5555731
1515,5559131
1516,5562764
1517,5565680
1518,5568841
1519,5572164
1520,5575446
1521,5578609
1522,5582104
1523,5585607
1524,5589299
1525,5592478
1526,5596068
1527,5600328
1528,5604190
1529,5607845
1530,5611849
1531,5615672
1532,5619455
1533,5623331
1534,5627423
1535,5631484
1536,5635247
1537,5639389
1538,5643546
1539,5647219
1540,5651221
1541,5654839
1542,5658228
1543,5662422
1544,5666798
1545,5671043
1546,5674907
1547,5678726
1548,5682768
1549,5686406
1550,5690484
1551,5693665
1552,5696749
1553,5700048
1554,5703196
1555,5706358
1556,5710313
1557,5713345
1558,5716996
1559,5720484
1560,5724296
1561,5727541
1562,5730963
1563,5734330
1564,5737671
1565,5741034
1566,5744434
1567,5747821
1568,5751056
1569,5754433
1570,5757778
1571,5760987
1572,5764628
1573,5768410
1574,5772133
1575,5775618
1576,5778735
1577,5782428
1578,5785708
1579,5789212
1580,5792924
1581,5796173
1582,5799546
1583,5803524
1584,5807208
1585,5810823
1586,5814903
1587,5818692
1588,5822545
1589,5826326
1590,5830068
1591,5833737
1592,5837298
1593,5840901
1594,5844217
1595,5847746
1596,5851273
1597,5854869
1598,5858229
1599,5861717
1600,5865255
1601,5868647
1602,5872370
1603,5876022
1604,5880764
1605,5886313
1606,5890406
1607,5894235
1608,5897973
1609,5902153
1610,5906054
1611,5910309
1612,5914697
1613,5918306
1614,5921644
1615,5925197
1616,5928694
1617,5932146
1618,5935673
1619,5939680
1620,5943805
1621,5947382
1622,5951638
1623,5955113
1624,5959270
1625,5962799
1626,5966085
1627,5969476
1628,5973829
1629,5977898
1630,5981488
1631,5985645
1632,5990059
1633,5993996
1634,5997566
1635,6001158
1636,6004170
1637,6007362
1638,6011333
1639,6015378
1640,6019658
1641,6024296
1642,6028214
1643,6031921
1644,6035722
1645,6039957
1646,6043980
1647,6047951
1648,6051698
1649,6055432
1650,6058751
1651,6062524
1652,6067025
1653,6071366
1654,6074874
1655,6078835
1656,6082240
1657,6085887
1658,6089311
1659,6092793
1660,6096301
1661,6099854
1662,6103554
1663,6107233
1664,6110839
1665,6114821
1666,6119218
1667,6123136
1668,6127208
1669,6131258
1670,6135100
1671,6139110
1672,6143141
1673,6147211
1674,6151339
1675,6155357
1676,6159205
1677,6162903
1678,6166572
1679,6170412
1680,6174569
1681,6178240
1682,6181902
1683,6185799
1684,6189924
1685,6193874
1686,6198567
1687,6202434
1688,6206383
1689,6210779
1690,6214817
1691,6218745
1692,6222699
1693,6226648
1694,6231014
1695,6235052
1696,6238683
1697,6242264
1698,6245507
1699,6249778
1700,6254000
1701,6258658
1702,6262667
1703,6266843
1704,6270958
1705,6275083
1706,6279004
1707,6282659
1708,6286026
1709,6290099
1710,6294949
1711,6298896
1712,6302727
1713,6306240
1714,6309656
1715,6313070
1716,6316428
1717,6319912
1718,6323590
1719,6327150
1720,6331146
1721,6334870
1722,6338074
1723,6342079
1724,6346125
1725,6350063
1726,6353520
1727,6357510
1728,6361050
1729,6364707
1730,6368147
1731,6372391
1732,6376168
1733,6380430
1734,6383732
1735,6386926
1736,6390322
1737,6394353
1738,6398406
1739,6402485
1740,6406479
1741,6410318
1742,6414376
1743,6418589
1744,6422831
1745,6426772
1746,6430535
1747,6434588
1748,6439010
1749,6443041
1750,6447130
1751,6451485
1752,6455495
1753,6459742
1754,6464093
1755,6468330
1756,6472148
1757,6475923
1758,6479975
1759,6483776
1760,6487697
1761,6491858
1762,6495869
1763,6499975
1764,6503927
1765,6507346
1766,6510778
1767,6514393
1768,6518059
1769,6521844
1770,6525569
1771,6529246
1772,6533537
1773,6537052
1774,6540770
1775,6544275
1776,6548294
1777,6552405
1778,6556181
1779,6559785
1780,6564040
1781,6567662
1782,6571148
1783,6574865
1784,6578736
1785,6581989
1786,6585167
1787,6588314
1788,6591746
1789,6595043
1790,6598253
1791,6601494
1792,6604662
1793,6608286
1794,6611469
1795,6616238
1796,6620314
1797,6624570
1798,6628960
1799,6634496
1800,6638972
1801,6643471
1802,6647782
1803,6652274
1804,6656456
1805,6660026
1806,6664134
1807,6668607
1808,6672830
1809,6676373
1810,6680286
1811,6683787
1812,6687361
1813,6690826
1814,6694570
1815,6698163
1816,6702021
1817,6705579
1818,6709116
1819,6712625
1820,6716132
1821,6720225
1822,6724161
1823,6727910
1824,6732035
1825,6735413
1826,6738768
1827,6742333
1828,6745634
1829,6749220
1830,6752826
1831,6756621
1832,6760414
1833,6764017
1834,6767808
1835,6770959
1836,6774498
1837,6777913
1838,6781632
1839,6785316
1840,6788859
1841,6792396
1842,6796207
1843,6799601
1844,6802722
1845,6806126
1846,6809090
1847,6812524
1848,6816478
1849,6820365
1850,6823755
1851,6827532
1852,6831321
1853,6834909
1854,6838405
1855,6842033
1856,6845421
1857,6849076
1858,6852572
1859,6856453
1860,6860226
1861,6864085
1862,6867488
1863,6871212
1864,6874854
1865,6878434
1866,6882155
1867,6885854
1868,6889405
1869,6893012
1870,6896201
1871,6900029
1872,6903560
1873,6907184
1874,6910777
1875,6914381
1876,6918228
1877,6921869
1878,6925910
1879,6929238
1880,6933146
1881,6936823
1882,6940820
1883,6944422
1884,6947667
1885,6951534
1886,6955274
1887,6958845
1888,6962447
1889,6966587
1890,6970241
1891,6974003
1892,6977406
1893,6981089
1894,6984542
1895,6987907
1896,6992406
1897,6996010
1898,6999687
1899,7003534
1900,7006807
1901,7010377
1902,7014146
1903,7017962
1904,7021087
1905,7024826
1906,7028404
1907,7032938
1908,7036945
1909,7041043
1910,7044970
1911,7049376
1912,7054269
1913,7059104
1914,7064233
1915,7069001
1916,7073733
1917,7078596
1918,7083359
1919,7087262
1920,7090858
1921,7093837
1922,7097195
1923,7100848
1924,7104341
1925,7107940
1926,7111512
1927,7115264
1928,7119355
1929,7122920
1930,7126846
1931,7130859
1932,7135126
1933,7139020
1934,7142952
1935,7147195
1936,7151281
1937,7155113
1938,7159559
1939,7163718
1940,7167727
1941,7171774
1942,7175827
1943,7180147
1944,7183931
1945,7187807
1946,7192049
1947,7196634
1948,7200591
1949,7204373
1950,7208389
1951,7212310
1952,7216742
1953,7221128
1954,7225127
1955,7229319
1956,7233107
1957,7236576
1958,7240819
1959,7245116
1960,7249231
1961,7253338
1962,7257449
1963,7261960
1964,7266531
1965,7271134
1966,7275683
1967,7280058
1968,7284417
1969,7287844
1970,7291254
1971,7294878
1972,7299910
1973,7303215
1974,7306500
1975,7310203
1976,7313917
1977,7317038
1978,7321531
1979,7325453
1980,7328973
1981,7332853
1982,7335939
1983,7339264
1984,7343187
1985,7346382
1986,7349725
1987,7353058
1988,7356679
1989,7361673
1990,7366080
1991,7369599
1992,7372707
1993,7375819
1994,7378787
1995,7381989
1996,7385161
1997,7388373
1998,7391943
1999,7395251
2000,7398364
2001,7401793
2002,7405284
2003,7409128
2004,7412987
2005,7417931
2006,7421631
2007,7425500
2008,7429458
2009,7433613
2010,7438910
2011,7443806
2012,7448481
2013,7452688
2014,7456391
2015,7459495
2016,7462567
2017,7466105
2018,7469779
2019,7473208
2020,7477045
2021,7481495
2022,7485350
2023,7489514
2024,7493637
2025,7497321
2026,7501440
2027,7505127
2028,7508236
2029,7512247
2030,7515674
2031,7519862
2032,7523264
2033,7526800
2034,7530141
2035,7533006
2036,7535956
2037,7539640
2038,7543689
2039,7548596
2040,7553294
2041,7556559
2042,7559807
2043,7563391
2044,7567870
2045,7571949
2046,7575719
2047,7579732
2048,7583688
2049,7587524
2050,7591290
2051,7595395
2052,7599895
2053,7604774
2054,7609040
2055,7613172
2056,7617049
2057,7621165
2058,7625163
2059,7629229
2060,7633013
2061,7636760
2062,7640565
2063,7644516
2064,7648288
2065,7652424
2066,7656682
2067,7662126
2068,7666235
2069,7670727
2070,7675385
2071,7678797
2072,7682559
2073,7686032
2074,7690492
2075,7695464
2076,7700865
2077,7706445
2078,7711648
2079,7716662
2080,7721874
2081,7727895
2082,7733521
2083,7738648
2084,7743259
2085,7747290
2086,7750979
2087,7754633
2088,7758311
2089,7762230
2090,7766450
2091,7770258
2092,7774314
2093,7778399
2094,7781649
2095,7784772
2096,7788441
2097,7792563
2098,7797717
2099,7801696
2100,7804814
2101,7807697
2102,7810944
2103,7814117
2104,7817186
2105,7820603
2106,7824327
2107,7828397
2108,7832623
2109,7836481
2110,7840350
2111,7844903
2112,7848764
2113,7853020
2114,7856863
2115,7860825
2116,7864796
2117,7868047
2118,7870939
2119,7874049
2120,7877729
2121,7881289
2122,7885178
2123,7888838
2124,7892322
2125,7896195
2126,7899731
2127,7903198
2128,7906582
2129,7909882
2130,7913343
2131,7917102
2132,7920703
2133,7924125
2134,7927901
2135,7931331
2136,7934313
2137,7938085
2138,7942156
2139,7946073
2140,7949343
2141,7953015
2142,7956677
2143,7960446
2144,7963697
2145,7968116
2146,7972020
2147,7975867
2148,7979341
2149,7983183
2150,7986731
2151,7990931
2152,7996702
2153,8002035
2154,8006163
2155,8010739
2156,8015506
2157,8019831
2158,8023340
2159,8027024
2160,8031095
2161,8034867
2162,8038359
2163,8041451
2164,8044830
2165,8048162
2166,8051490
2167,8055052
2168,8058285
2169,8062082
2170,8066003
2171,8070265
2172,8074010
2173,8077347
2174,8081131
2175,8084555
2176,8088020
2177,8091600
2178,8094973
2179,8098431
2180,8102115
